frame,source_width,source_height,crop_left,crop_top,crop_right,crop_bottom,crop_width,crop_height,invalid_pixels_inside_crop,output_width,output_height
frame_0000.jpg,1668,1297,98,0,1668,1194,1570,1194,0,1570,1194
frame_0002.jpg,1668,1297,98,0,1668,1198,1570,1198,0,1570,1198
frame_0004.jpg,1668,1297,97,8,1668,1204,1571,1196,0,1571,1196
frame_0006.jpg,1668,1297,95,9,1668,1205,1573,1196,0,1573,1196
frame_0008.jpg,1668,1297,93,10,1668,1206,1575,1196,0,1575,1196
frame_0010.jpg,1668,1297,90,9,1668,1205,1578,1196,0,1578,1196
frame_0012.jpg,1668,1297,92,5,1668,1201,1576,1196,0,1576,1196
frame_0014.jpg,1668,1297,94,0,1668,1197,1574,1197,0,1574,1197
frame_0016.jpg,1668,1297,95,0,1668,1198,1573,1198,0,1573,1198
frame_0018.jpg,1668,1297,96,3,1668,1199,1572,1196,0,1572,1196
frame_0020.jpg,1668,1297,95,3,1668,1199,1573,1196,0,1573,1196
frame_0022.jpg,1668,1297,92,0,1668,1197,1576,1197,0,1576,1197
frame_0024.jpg,1668,1297,92,0,1668,1195,1576,1195,0,1576,1195
frame_0026.jpg,1668,1297,94,0,1668,1193,1574,1193,0,1574,1193
frame_0028.jpg,1668,1297,95,0,1668,1192,1573,1192,0,1573,1192
frame_0030.jpg,1668,1297,96,0,1668,1191,1572,1191,0,1572,1191
frame_0032.jpg,1668,1297,96,0,1668,1191,1572,1191,0,1572,1191
frame_0034.jpg,1668,1297,95,0,1668,1191,1573,1191,0,1573,1191
frame_0036.jpg,1668,1297,92,0,1668,1192,1576,1192,0,1576,1192
frame_0038.jpg,1668,1297,89,0,1668,1194,1579,1194,0,1579,1194
frame_0040.jpg,1668,1297,89,0,1668,1193,1579,1193,0,1579,1193
frame_0042.jpg,1668,1297,89,0,1668,1193,1579,1193,0,1579,1193
frame_0044.jpg,1668,1297,90,0,1668,1193,1578,1193,0,1578,1193
frame_0046.jpg,1668,1297,93,0,1668,1190,1575,1190,0,1575,1190
frame_0048.jpg,1668,1297,97,0,1668,1188,1571,1188,0,1571,1188
frame_0050.jpg,1668,1297,97,0,1668,1188,1571,1188,0,1571,1188
frame_0052.jpg,1668,1297,98,0,1668,1187,1570,1187,0,1570,1187
frame_0054.jpg,1668,1297,98,0,1668,1187,1570,1187,0,1570,1187
frame_0056.jpg,1668,1297,96,0,1668,1189,1572,1189,0,1572,1189
frame_0058.jpg,1668,1297,96,0,1668,1188,1572,1188,0,1572,1188
frame_0060.jpg,1668,1297,96,0,1668,1188,1572,1188,0,1572,1188
frame_0062.jpg,1668,1297,96,0,1668,1188,1572,1188,0,1572,1188
frame_0064.jpg,1668,1297,96,0,1668,1188,1572,1188,0,1572,1188
frame_0066.jpg,1668,1297,96,0,1668,1188,1572,1188,0,1572,1188
frame_0068.jpg,1668,1297,96,0,1668,1187,1572,1187,0,1572,1187
frame_0070.jpg,1668,1297,96,0,1668,1186,1572,1186,0,1572,1186
frame_0072.jpg,1668,1297,97,0,1668,1185,1571,1185,0,1571,1185
frame_0074.jpg,1668,1297,97,0,1668,1184,1571,1184,0,1571,1184
frame_0076.jpg,1668,1297,96,0,1668,1183,1572,1183,0,1572,1183
frame_0078.jpg,1668,1297,96,0,1668,1182,1572,1182,0,1572,1182
frame_0080.jpg,1668,1297,96,0,1668,1182,1572,1182,0,1572,1182
frame_0082.jpg,1668,1297,97,0,1668,1182,1571,1182,0,1571,1182
frame_0084.jpg,1668,1297,98,0,1668,1182,1570,1182,0,1570,1182
frame_0086.jpg,1668,1297,99,0,1668,1182,1569,1182,0,1569,1182
frame_0088.jpg,1668,1297,100,0,1668,1182,1568,1182,0,1568,1182
frame_0090.jpg,1668,1297,101,0,1668,1182,1567,1182,0,1567,1182
frame_0092.jpg,1668,1297,100,0,1668,1182,1568,1182,0,1568,1182
frame_0094.jpg,1668,1297,101,0,1668,1182,1567,1182,0,1567,1182
frame_0096.jpg,1668,1297,58,46,1668,1180,1610,1134,0,1610,1134
frame_0098.jpg,1668,1297,57,47,1668,1180,1611,1133,0,1611,1133
frame_0100.jpg,1668,1297,56,48,1668,1179,1612,1131,0,1612,1131
frame_0102.jpg,1668,1297,55,49,1668,1178,1613,1129,0,1613,1129
frame_0104.jpg,1668,1297,54,50,1668,1177,1614,1127,0,1614,1127
frame_0106.jpg,1668,1297,54,50,1668,1177,1614,1127,0,1614,1127
frame_0108.jpg,1668,1297,53,51,1668,1176,1615,1125,0,1615,1125
frame_0110.jpg,1668,1297,52,52,1668,1176,1616,1124,0,1616,1124
frame_0112.jpg,1668,1297,51,52,1668,1175,1617,1123,0,1617,1123
frame_0114.jpg,1668,1297,50,53,1668,1174,1618,1121,0,1618,1121
frame_0116.jpg,1668,1297,49,54,1668,1174,1619,1120,0,1619,1120
frame_0118.jpg,1668,1297,48,54,1668,1173,1620,1119,0,1620,1119
frame_0120.jpg,1668,1297,47,55,1668,1172,1621,1117,0,1621,1117
frame_0122.jpg,1668,1297,46,56,1668,1172,1622,1116,0,1622,1116
frame_0124.jpg,1668,1297,45,57,1668,1171,1623,1114,0,1623,1114
frame_0126.jpg,1668,1297,46,57,1668,1171,1622,1114,0,1622,1114
frame_0128.jpg,1668,1297,49,56,1668,1171,1619,1115,0,1619,1115
frame_0130.jpg,1668,1297,54,54,1668,1173,1614,1119,0,1614,1119
frame_0132.jpg,1668,1297,101,0,1668,1175,1567,1175,0,1567,1175
frame_0134.jpg,1668,1297,93,0,1668,1179,1575,1179,0,1575,1179
frame_0136.jpg,1668,1297,86,0,1668,1184,1582,1184,0,1582,1184
